uniprot,gene,skin_score,tier,cell_type_preferred,worth_curating,evidence_exists_elsewhere,work_needed,druggable_class,structural_family,protein_class,description
P50539,MXI1,0.4609094654522196,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors","MAX interactor 1, dimerization protein"
Q13113,PDZK1IP1,0.4607348037808744,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted membrane proteins,PDZK1 interacting protein 1
Q9UK45,LSM7,0.4606956074611471,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Essential proteins, Predicted intracellular proteins","LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated"
Q16540,MRPL23,0.4604092154453124,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Ribosomal proteins",Mitochondrial ribosomal protein L23
A8MQ03,CYSRT1,0.4604010551508526,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Cysteine rich tail 1
Q8N2S1,LTBP4,0.4602083578853447,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Latent transforming growth factor beta binding protein 4
O94885,SASH1,0.4601097315043336,medium,lymphatic endothelial cells,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Predicted intracellular proteins",SAM and SH3 domain containing 1
O14907,TAX1BP3,0.4600906864884577,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Tax1 binding protein 3
Q86VP1,TAX1BP1,0.460071508294435,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Predicted membrane proteins",Tax1 binding protein 1
P55010,EIF5,0.4600161684096123,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Essential proteins, Predicted intracellular proteins",Eukaryotic translation initiation factor 5
O60487,MPZL2,0.4599501676557907,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Predicted membrane proteins",Myelin protein zero like 2
Q15113,PCOLCE,0.4599069152869718,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,"Plasma proteins, Predicted secreted proteins",Procollagen C-endopeptidase enhancer
Q96PM9,ZNF385A,0.4598783857058394,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Zinc finger protein 385A
P07204,THBD,0.4597244174313915,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,"Candidate cardiovascular disease genes, CD markers, Disease related genes, Human disease related genes, Predicted membrane proteins",Thrombomodulin
Q96JP9,CDHR1,0.4597039594188489,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins",Cadherin related family member 1
P51636,CAV2,0.4596357255632857,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Predicted membrane proteins",Caveolin 2
Q02363,ID2,0.459350648436077,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, Predicted intracellular proteins, Transcription factors",Inhibitor of DNA binding 2
P57682,KLF3,0.4593030866575004,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Transcription factors",KLF transcription factor 3
P08727,KRT19,0.4592857406879995,medium,basal keratinocytes,False,False,structural protein - skip,False,True,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins",Keratin 19
Q9H1K1,ISCU,0.4589358936919457,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins",Iron-sulfur cluster assembly enzyme
P01903,HLA-DRA,0.4587836964294465,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,"Plasma proteins, Predicted membrane proteins","Major histocompatibility complex, class II, DR alpha"
P49715,CEBPA,0.4584298792761057,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors",CCAAT enhancer binding protein alpha
Q04900,CD164,0.45791161628801,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"CD markers, Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins",CD164 molecule
P20930,FLG,0.4578303427066023,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins",Filaggrin
Q00169,PITPNA,0.4575037713736065,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Phosphatidylinositol transfer protein alpha
Q99698,LYST,0.4574347941581029,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Predicted intracellular proteins",Lysosomal trafficking regulator
Q15583,TGIF1,0.4572920528584679,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors",TGFB induced factor homeobox 1
P08621,SNRNP70,0.456921934700899,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Essential proteins, Plasma proteins, Predicted intracellular proteins",Small nuclear ribonucleoprotein U1 subunit 70
O75531,BANF1,0.4566540769561199,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins",BAF nuclear assembly factor 1
Q3ZCW2,LGALSL,0.4565360786999723,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Plasma proteins, Predicted intracellular proteins",Galectin like
Q14938,NFIX,0.4561487256089709,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors",Nuclear factor I X
Q9Y6A9,SPCS1,0.4561397850313693,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Metabolic proteins, Predicted membrane proteins",Signal peptidase complex subunit 1
Q9H2X8,IFI27L2,0.4558534453066509,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Interferon alpha inducible protein 27 like 2
O00712,NFIB,0.4553076664778482,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors",Nuclear factor I B
Q15011,HERPUD1,0.4552934359262212,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Homocysteine inducible ER protein with ubiquitin like domain 1
Q9H8U3,ZFAND3,0.4550887822569111,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Zinc finger AN1-type containing 3
Q9NV31,IMP3,0.4546997797846932,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins",IMP U3 small nucleolar ribonucleoprotein 3
P78537,BLOC1S1,0.4543483698347709,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Biogenesis of lysosomal organelles complex 1 subunit 1
Q969K7,TMEM54,0.4543245463313589,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted membrane proteins,Transmembrane protein 54
O43679,LDB2,0.4541913892040908,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,LIM domain binding 2
P36954,POLR2I,0.4540939848283445,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Essential proteins, Metabolic proteins, Predicted intracellular proteins, RNA polymerase related proteins",RNA polymerase II subunit I
Q14865,ARID5B,0.4538555195914423,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors",AT-rich interaction domain 5B
Q6P5R6,RPL22L1,0.4538321437022419,medium,suprabasal keratinocytes,False,False,structural protein - skip,False,True,"Predicted intracellular proteins, Ribosomal proteins",Ribosomal protein L22 like 1
O75394,MRPL33,0.4538033452679021,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Ribosomal proteins",Mitochondrial ribosomal protein L33
P30622,CLIP1,0.453739406437641,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins",CAP-Gly domain containing linker protein 1
Q15651,HMGN3,0.4533184388684035,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,High mobility group nucleosomal binding domain 3
Q9Y3D0,CIAO2B,0.453047999590727,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Essential proteins, Predicted intracellular proteins",Cytosolic iron-sulfur assembly component 2B
P04921,GYPC,0.4528864703909286,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,"Blood group antigen proteins, CD markers, Predicted membrane proteins",Glycophorin C (Gerbich blood group)
Q9NRX5,SERINC1,0.4528052835980737,medium,lymphatic endothelial cells,False,False,not in a druggable class - low priority,False,False,"Plasma proteins, Predicted membrane proteins",Serine incorporator 1
Q16610,ECM1,0.452261713994237,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Plasma proteins, Predicted secreted proteins",Extracellular matrix protein 1
Q99967,CITED2,0.4522488902634655,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins",Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2
Q00994,BEX3,0.4522319401918699,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Brain expressed X-linked 3
Q8NF91,SYNE1,0.4520946086747279,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Spectrin repeat containing nuclear envelope protein 1
P32519,ELF1,0.4517658827167402,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Transcription factors",E74 like ETS transcription factor 1
Q6UW56,ATRAID,0.4517178428820421,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Predicted membrane proteins",All-trans retinoic acid induced differentiation factor
Q8IY22,CMIP,0.4513262335867137,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,C-Maf inducing protein
Q92478,CLEC2B,0.4512920477782366,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,C-type lectin domain family 2 member B
Q6UB99,ANKRD11,0.4508165969675459,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Predicted intracellular proteins",Ankyrin repeat domain containing 11
Q9BQ70,TCF25,0.4507871445178412,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Transcription factors",Transcription factor 25
Q9BQI4,CCDC3,0.4502853153152605,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Predicted secreted proteins",Coiled-coil domain containing 3
Q9Y4D1,DAAM1,0.4502402758288321,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Plasma proteins, Predicted intracellular proteins",Dishevelled associated activator of morphogenesis 1
P15407,FOSL1,0.4501736066639456,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Transcription factors","FOS like 1, AP-1 transcription factor subunit"
Q9P0W2,HMG20B,0.4501330381458196,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Transcription factors",High mobility group 20B
Q99584,S100A13,0.4500975306140274,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Predicted secreted proteins",S100 calcium binding protein A13
O43257,ZNHIT1,0.4499745381829087,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Zinc finger HIT-type containing 1
Q9BSE2,TMEM79,0.4499167130726628,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Predicted intracellular proteins, Predicted membrane proteins",Transmembrane protein 79
Q13201,MMRN1,0.4497458998889256,medium,lymphatic endothelial cells,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Multimerin 1
Q9Y5R8,TRAPPC1,0.4497080403271826,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,"Essential proteins, Predicted intracellular proteins",Trafficking protein particle complex subunit 1
Q9Y5Q3,MAFB,0.4491799332787016,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors",MAF bZIP transcription factor B
Q9BYH8,NFKBIZ,0.4491206767844865,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Transcription factors",NFKB inhibitor zeta
O75410,TACC1,0.4489340233202922,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Transforming acidic coiled-coil containing protein 1
Q6ZVM7,TOM1L2,0.4488882570641937,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Target of myb1 like 2 membrane trafficking protein
Q9BWL3,C1orf43,0.4487296943921751,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Predicted membrane proteins",Chromosome 1 open reading frame 43
Q9P2R6,RERE,0.4478680145677876,medium,lymphatic endothelial cells,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors",Arginine-glutamic acid dipeptide repeats
P27701,CD82,0.4477132488850078,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",CD82 molecule
Q8WXX7,AUTS2,0.4475079229654749,medium,lymphatic endothelial cells,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins",Activator of transcription and developmental regulator AUTS2
Q86WX3,RPS19BP1,0.4473620897511062,medium,suprabasal keratinocytes,False,False,structural protein - skip,False,True,"Essential proteins, Predicted intracellular proteins",Ribosomal protein S19 binding protein 1
Q9BRA0,NAA38,0.447313040183675,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Essential proteins, Predicted intracellular proteins","N-alpha-acetyltransferase 38, NatC auxiliary subunit"
Q9NS68,TNFRSF19,0.447211881049274,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Plasma proteins, Predicted membrane proteins",TNF receptor superfamily member 19
Q9BQE4,SELENOS,0.4471330154242678,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted membrane proteins,Selenoprotein S
Q13561,DCTN2,0.4470330855384908,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Essential proteins, Predicted intracellular proteins",Dynactin subunit 2
O95425,SVIL,0.4470046470887271,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins",Supervillin
Q7Z4F1,LRP10,0.4468057447632041,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted membrane proteins,LDL receptor related protein 10
P78332,RBM6,0.4467951168795535,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins",RNA binding motif protein 6
Q96DR8,MUCL1,0.4466657439769512,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Predicted secreted proteins",Mucin like 1
Q02487,DSC2,0.4466577164920294,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Plasma proteins, Predicted membrane proteins",Desmocollin 2
Q9GZV5,WWTR1,0.4464762337436613,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, Predicted intracellular proteins",WW domain containing transcription regulator 1
O95897,OLFM2,0.4462763791662983,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Olfactomedin 2
Q969T9,WBP2,0.4462062974135569,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Predicted intracellular proteins",WW domain binding protein 2
O14957,UQCR11,0.4456486764064494,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,"Essential proteins, Metabolic proteins, Predicted membrane proteins","Ubiquinol-cytochrome c reductase, complex III subunit XI"
O95183,VAMP5,0.4455817188522082,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,Predicted membrane proteins,Vesicle associated membrane protein 5
P50895,BCAM,0.4455061413675222,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,"Blood group antigen proteins, CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Basal cell adhesion molecule (Lutheran blood group)
P35611,ADD1,0.4452347695279489,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,"Plasma proteins, Predicted intracellular proteins",Adducin 1
Q6KB66,KRT80,0.4450504020425115,medium,suprabasal keratinocytes,False,False,structural protein - skip,False,True,"Plasma proteins, Predicted intracellular proteins",Keratin 80
Q13886,KLF9,0.445019658890552,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Transcription factors",KLF transcription factor 9
Q5HYK7,SH3D19,0.4448458074392235,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,SH3 domain containing 19
Q6UXB8,PI16,0.444623764965624,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,"CD markers, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins",Peptidase inhibitor 16
P47813,EIF1AX,0.4443809064861602,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Essential proteins, Predicted intracellular proteins",Eukaryotic translation initiation factor 1A X-linked
P55036,PSMD4,0.4443519303883233,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, Essential proteins, Predicted intracellular proteins","Proteasome 26S subunit ubiquitin receptor, non-ATPase 4"
Q03167,TGFBR3,0.4442686033665382,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins",Transforming growth factor beta receptor 3
P39060,COL18A1,0.4441163301990188,medium,fibroblasts,False,False,structural protein - skip,False,True,"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Collagen type XVIII alpha 1 chain
O95452,GJB6,0.4441004905079426,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Predicted membrane proteins",Gap junction protein beta 6
P08572,COL4A2,0.4437230256194213,medium,fibroblasts,False,False,structural protein - skip,False,True,"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Collagen type IV alpha 2 chain
P23490,LORICRIN,0.4435753455450572,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Predicted intracellular proteins",Loricrin cornified envelope precursor protein
P38159,RBMX,0.4435052891998401,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins",RNA binding motif protein X-linked
Q8IYJ3,SYTL1,0.4434953410524943,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Plasma proteins, Predicted intracellular proteins",Synaptotagmin like 1
Q5T5P2,KIAA1217,0.4432904161054056,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,KIAA1217
Q6WCQ1,MPRIP,0.4432825380865012,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Myosin phosphatase Rho interacting protein
Q8NFU3,TSTD1,0.442887955888115,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Thiosulfate sulfurtransferase like domain containing 1
Q96R05,RBP7,0.4426286316627389,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Retinol binding protein 7
O75635,SERPINB7,0.4425573213155003,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Predicted intracellular proteins",Serpin family B member 7
Q9H1C7,CYSTM1,0.4423231972733725,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Cysteine rich transmembrane module containing 1
O75629,CREG1,0.4422609509483892,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted secreted proteins,Cellular repressor of E1A stimulated genes 1
Q9NNX1,TUFT1,0.4421012163737257,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Predicted secreted proteins",Tuftelin 1
Q9NP97,DYNLRB1,0.4418235423339365,medium,lymphatic endothelial cells,False,False,not in a druggable class - low priority,False,False,"Essential proteins, Plasma proteins, Predicted intracellular proteins",Dynein light chain roadblock-type 1
O75368,SH3BGRL,0.44168766603534,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Plasma proteins, Predicted intracellular proteins",SH3 domain binding glutamate rich protein like
Q504T8,MIDN,0.4413984885808321,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Midnolin
Q7Z6K4,NRARP,0.4413203139860983,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,NOTCH regulated ankyrin repeat protein
P04440,HLA-DPB1,0.4410770784933432,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,"Human disease related genes, Predicted membrane proteins","Major histocompatibility complex, class II, DP beta 1"
Q8IW75,SERPINA12,0.4410686792095771,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted secreted proteins,Serpin family A member 12
O95208,EPN2,0.4409116404677671,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Epsin 2
Q9UK76,JPT1,0.4409007179913017,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Plasma proteins, Predicted intracellular proteins",Jupiter microtubule associated homolog 1
P02654,APOC1,0.4408196207724285,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,"Cancer-related genes, Candidate cardiovascular disease genes, Metabolic proteins, Plasma proteins, Predicted secreted proteins",Apolipoprotein C1
Q6UX71,PLXDC2,0.4407301569863295,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,Predicted membrane proteins,Plexin domain containing 2
Q4ZIN3,TMEM259,0.4403929913386796,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Predicted membrane proteins",Transmembrane protein 259
O75718,CRTAP,0.440083955137576,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Predicted secreted proteins",Cartilage associated protein
Q9H190,SDCBP2,0.4400134875891744,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Syndecan binding protein 2
Q6IAA8,LAMTOR1,0.4399825408796372,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,"Late endosomal/lysosomal adaptor, MAPK and MTOR activator 1"
Q13751,LAMB3,0.4399087693779414,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Laminin subunit beta 3
P61236,YPEL3,0.4396867154117068,medium,lymphatic endothelial cells,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Yippee like 3
Q9H3L0,MMADHC,0.4396509115072913,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Predicted intracellular proteins",Metabolism of cobalamin associated D
P02462,COL4A1,0.4395102837136405,medium,fibroblasts,False,False,structural protein - skip,False,True,"Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted secreted proteins",Collagen type IV alpha 1 chain
Q9Y3B8,REXO2,0.4394787879458703,medium,melanocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,RNA exonuclease 2
Q8TD16,BICD2,0.4394710625680764,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Predicted intracellular proteins",BICD cargo adaptor 2
Q5TCZ1,SH3PXD2A,0.4393336112401451,medium,basal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,SH3 and PX domains 2A
Q2PPJ7,RALGAPA2,0.4392728355493278,medium,vascular endothelial cells,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Predicted membrane proteins, RAS pathway related proteins",Ral GTPase activating protein catalytic subunit alpha 2
Q9Y2L6,FRMD4B,0.439219494697868,medium,lymphatic endothelial cells,False,False,not in a druggable class - low priority,False,False,"Plasma proteins, Predicted intracellular proteins",FERM domain containing 4B
O60356,NUPR1,0.4391088829578704,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,"Nuclear protein 1, transcriptional regulator"
Q9H0E2,TOLLIP,0.4388130092647256,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Plasma proteins, Predicted intracellular proteins",Toll interacting protein
Q16649,NFIL3,0.4386505649763998,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,"Predicted intracellular proteins, Transcription factors","Nuclear factor, interleukin 3 regulated"
Q15121,PEA15,0.4385828357574748,medium,lymphatic endothelial cells,False,False,not in a druggable class - low priority,False,False,"Plasma proteins, Predicted intracellular proteins",Proliferation and apoptosis adaptor protein 15
O00212,RHOD,0.4384660073295826,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Ras homolog family member D
P14543,NID1,0.4383532928592563,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,"Plasma proteins, Predicted secreted proteins",Nidogen 1
Q92692,NECTIN2,0.438298784954039,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Nectin cell adhesion molecule 2
Q6NXG1,ESRP1,0.4381541053258027,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Predicted intracellular proteins",Epithelial splicing regulatory protein 1
Q9UM63,PLAGL1,0.4381499104836722,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors",PLAG1 like zinc finger 1
Q7Z2X4,PID1,0.438087250234452,medium,fibroblasts,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Phosphotyrosine interaction domain containing 1
Q9P0V9,SEPTIN10,0.4377776170331153,medium,suprabasal keratinocytes,False,False,not in a druggable class - low priority,False,False,Predicted intracellular proteins,Septin 10
