normalised,display_name,smiles,inchikey,source,is_ingredient_name
truphylline,truphylline,Cn1c(=O)c2[nH]cnc2n(C)c1=O,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,ChEMBL,False
truvia,truvia,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O)C3,GIPHUOWOTCAJSR-UHFFFAOYSA-N,ChEMBL,False
trx 0014,trx-0014,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,RBTBFTRPCNLSDE-UHFFFAOYSA-N,ChEMBL,False
trx0014,trx0014,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,RBTBFTRPCNLSDE-UHFFFAOYSA-N,ChEMBL,False
tryhydroxypropane,tryhydroxypropane,OCC(O)CO,PEDCQBHIVMGVHV-UHFFFAOYSA-N,ChEMBL,False
tryptophan,tryptophan,NC(Cc1c[nH]c2ccccc12)C(=O)O,QIVBCDIJIAJPQS-UHFFFAOYSA-N,ChEMBL,True
tryptophan 5 hydroxy dl,"tryptophan, 5-hydroxy-, dl",NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,LDCYZAJDBXYCGN-UHFFFAOYSA-N,ChEMBL,False
tryptophan l,"tryptophan, l-",NC(Cc1c[nH]c2ccccc12)C(=O)O,QIVBCDIJIAJPQS-UHFFFAOYSA-N,ChEMBL,False
tryptophan l s,"tryptophan ((-),l,s)",NC(Cc1c[nH]c2ccccc12)C(=O)O,QIVBCDIJIAJPQS-UHFFFAOYSA-N,ChEMBL,False
tryptophane,tryptophane,NC(Cc1c[nH]c2ccccc12)C(=O)O,QIVBCDIJIAJPQS-UHFFFAOYSA-N,ChEMBL,False
trytophan,trytophan-,NC(Cc1c[nH]c2ccccc12)C(=O)O,QIVBCDIJIAJPQS-UHFFFAOYSA-N,ChEMBL,False
tsaa 291,tsaa-291,CCC1CC2C3CC=C4CC(=O)CCC4C3CCC2(C)C1O,JWGHBUFUZLTATG-UHFFFAOYSA-N,ChEMBL,False
tsc,tsc,CC(C=CC=C(C)C(=O)O)=CC=CC=C(C)C=CC=C(C)C(=O)O,PANKHBYNKQNAHN-UHFFFAOYSA-N,ChEMBL,False
tubaine,tubaine,COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C,JFJZZMVDLULRGK-UHFFFAOYSA-O,ChEMBL,False
tubarine,tubarine,COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C,JFJZZMVDLULRGK-UHFFFAOYSA-O,ChEMBL,False
tubarine pentahydrate,tubarine pentahydrate,COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C,JFJZZMVDLULRGK-UHFFFAOYSA-O,ChEMBL,False
tubilux,tubilux,Cl,VEXZGXHMUGYJMC-UHFFFAOYSA-N,ChEMBL,False
tubocurarine,tubocurarine,COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C,JFJZZMVDLULRGK-UHFFFAOYSA-O,ChEMBL,True
tubocurarine cation,tubocurarine cation,COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C,JFJZZMVDLULRGK-UHFFFAOYSA-O,ChEMBL,False
tubocurarine chloride,tubocurarine chloride,COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C,JFJZZMVDLULRGK-UHFFFAOYSA-O,ChEMBL,True
tubocurarine chloride anhydrous,tubocurarine chloride anhydrous,COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C,JFJZZMVDLULRGK-UHFFFAOYSA-O,ChEMBL,False
tubocurarine chloride hydrochloride hydrate,tubocurarine chloride hydrochloride hydrate,COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C,JFJZZMVDLULRGK-UHFFFAOYSA-O,ChEMBL,False
tubocurarine d,"tubocurarine,d",COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C,JFJZZMVDLULRGK-UHFFFAOYSA-O,BindingDB,False
tubocurarine ion,tubocurarine ion,COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C,JFJZZMVDLULRGK-UHFFFAOYSA-O,ChEMBL,False
tubocurarini chloridum,tubocurarini chloridum,COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C,JFJZZMVDLULRGK-UHFFFAOYSA-O,ChEMBL,False
tulobuterol,tulobuterol,CC(C)(C)NCC(O)c1ccccc1Cl,YREYLAVBNPACJM-UHFFFAOYSA-N,ChEMBL,True
tulobuterol hcl,tulobuterol hcl,CC(C)(C)NCC(O)c1ccccc1Cl,YREYLAVBNPACJM-UHFFFAOYSA-N,ChEMBL,False
tulobuterol hydrochloride,tulobuterol hydrochloride,CC(C)(C)NCC(O)c1ccccc1Cl,YREYLAVBNPACJM-UHFFFAOYSA-N,ChEMBL,True
tums,tums,O=C(O)O,BVKZGUZCCUSVTD-UHFFFAOYSA-N,ChEMBL,False
turgex,turgex,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,ACGUYXCXAPNIKK-UHFFFAOYSA-N,ChEMBL,False
turmeric yellow,turmeric yellow,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,VFLDPWHFBUODDF-UHFFFAOYSA-N,ChEMBL,False
turpinal 2nz,turpinal 2nz,CC(O)(P(=O)(O)O)P(=O)(O)O,DBVJJBKOTRCVKF-UHFFFAOYSA-N,ChEMBL,False
tussabron,tussabron,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,MKXZASYAUGDDCJ-UHFFFAOYSA-N,ChEMBL,False
tussi ammon co,tussi ammon co,N,QGZKDVFQNNGYKY-UHFFFAOYSA-N,ChEMBL,False
tussokon,tussokon,CN1CCC23c4c5ccc(OCCN6CCOCC6)c4OC2C(O)C=CC3C1C5,GPFAJKDEDBRFOS-UHFFFAOYSA-N,ChEMBL,False
tuxium,tuxium,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,MKXZASYAUGDDCJ-UHFFFAOYSA-N,ChEMBL,False
txa 127,txa-127,CCC(C)C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(NC(=O)C(CCCN=C(N)N)NC(=O)C(N)CC(=O)O)C(C)C)C(=O)NC(Cc1c[nH]cn1)C(=O)N1CCCC1C(=O)O,PVHLMTREZMEJCG-UHFFFAOYSA-N,GtoPdb,False
txa127,txa127,CCC(C)C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(NC(=O)C(CCCN=C(N)N)NC(=O)C(N)CC(=O)O)C(C)C)C(=O)NC(Cc1c[nH]cn1)C(=O)N1CCCC1C(=O)O,PVHLMTREZMEJCG-UHFFFAOYSA-N,GtoPdb,False
tylenol,tylenol,CC(=O)Nc1ccc(O)cc1,RZVAJINKPMORJF-UHFFFAOYSA-N,ChEMBL,False
tylenol caplet,tylenol (caplet),CC(=O)Nc1ccc(O)cc1,RZVAJINKPMORJF-UHFFFAOYSA-N,ChEMBL,False
tylenol geltab,tylenol (geltab),CC(=O)Nc1ccc(O)cc1,RZVAJINKPMORJF-UHFFFAOYSA-N,ChEMBL,False
tylenol reg,tylenol&reg;,CC(=O)Nc1ccc(O)cc1,RZVAJINKPMORJF-UHFFFAOYSA-N,GtoPdb,False
tylox,tylox,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,UQCNKQCJZOAFTQ-UHFFFAOYSA-N,BindingDB,False
tyri 10,tyri 10,CC(C)CC1NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C(Cc2ccc(O)cc2)NC(CCC(=O)O)C(=O)NC(CC(N)=O)C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O,NLJVXZFCYKWXLH-UHFFFAOYSA-N,ChEMBL,False
tyrimide,tyrimide,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,JTPUMZTWMWIVPA-UHFFFAOYSA-O,ChEMBL,False
tyroderm,tyroderm,CC(C)CC1NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C(Cc2ccc(O)cc2)NC(CCC(=O)O)C(=O)NC(CC(N)=O)C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O,NLJVXZFCYKWXLH-UHFFFAOYSA-N,ChEMBL,False
tyrosine,tyrosine,NC(Cc1ccc(O)cc1)C(=O)O,OUYCCCASQSFEME-UHFFFAOYSA-N,ChEMBL,True
tyrosol,tyrosol,OCCc1ccc(O)cc1,YCCILVSKPBXVIP-UHFFFAOYSA-N,ChEMBL,True
tyrosolven,tyrosolven,CCOC(=O)c1ccc(N)cc1,BLFLLBZGZJTVJG-UHFFFAOYSA-N,ChEMBL,False
tyrosur,tyrosur,CC(C)CC1NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C(Cc2ccc(O)cc2)NC(CCC(=O)O)C(=O)NC(CC(N)=O)C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O,NLJVXZFCYKWXLH-UHFFFAOYSA-N,ChEMBL,False
tyrothricin,tyrothricin,CC(C)CC1NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C(Cc2ccc(O)cc2)NC(CCC(=O)O)C(=O)NC(CC(N)=O)C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O,NLJVXZFCYKWXLH-UHFFFAOYSA-N,ChEMBL,True
tyrothricine,tyrothricine,CC(C)CC1NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C(Cc2ccc(O)cc2)NC(CCC(=O)O)C(=O)NC(CC(N)=O)C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O,NLJVXZFCYKWXLH-UHFFFAOYSA-N,ChEMBL,False
tyrozets,tyrozets,CCOC(=O)c1ccc(N)cc1,BLFLLBZGZJTVJG-UHFFFAOYSA-N,ChEMBL,False
tyvera,tyvera,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,JZRWCGZRTZMZEH-UHFFFAOYSA-N,ChEMBL,False
tyzeka,tyzeka,Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,IQFYYKKMVGJFEH-UHFFFAOYSA-N,ChEMBL,False
tyzine,tyzine,c1ccc2c(c1)CCCC2C1=NCCN1,BYJAVTDNIXVSPW-UHFFFAOYSA-N,ChEMBL,False
tz 3,tz-3,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,QXHHHPZILQDDPS-UHFFFAOYSA-N,ChEMBL,False
u 14c adenosine,[u-14c]adenosine,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,OIRDTQYFTABQOQ-UHFFFAOYSA-N,BindingDB,False
u 19920a,u 19920a,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,UHDGCWIWMRVCDJ-UHFFFAOYSA-N,ChEMBL,False
u 67 590a,"u-67,590a",CC1=C2CC(=O)C=CC2(C)C2C(O)CC3(C)C(CCC3(O)C(=O)CO)C2C1,ZABDAGALHQDSEU-UHFFFAOYSA-N,ChEMBL,False
u c b 4492,u.c.b-4492,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,ZQDWXGKKHFNSQK-UHFFFAOYSA-N,ChEMBL,False
u cort,u-cort,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,JYGXADMDTFJGBT-UHFFFAOYSA-N,ChEMBL,False
uard 120xl,uard 120xl,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-UHFFFAOYSA-N,ChEMBL,False
uard 180xl,uard 180xl,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-UHFFFAOYSA-N,ChEMBL,False
uard 240xl,uard 240xl,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-UHFFFAOYSA-N,ChEMBL,False
uard 300xl,uard 300xl,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-UHFFFAOYSA-N,ChEMBL,False
ubidecarenona,ubidecarenona,COc1c(O)c(C)c(C=CC(C)=CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)c(O)c1OC,IWWNJJYZVFOLBL-UHFFFAOYSA-N,ChEMBL,False
ubidecarenone,ubidecarenone,COc1c(O)c(C)c(C=CC(C)=CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)c(O)c1OC,IWWNJJYZVFOLBL-UHFFFAOYSA-N,ChEMBL,False
ubidecarenone for system suitability,ubidecarenone for system suitability,COc1c(O)c(C)c(C=CC(C)=CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)c(O)c1OC,IWWNJJYZVFOLBL-UHFFFAOYSA-N,ChEMBL,False
ubiquinone,ubiquinone,COc1c(O)c(C)c(C=CC(C)=CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)c(O)c1OC,IWWNJJYZVFOLBL-UHFFFAOYSA-N,ChEMBL,True
ubiquinone 10,ubiquinone 10,COc1c(O)c(C)c(C=CC(C)=CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)c(O)c1OC,IWWNJJYZVFOLBL-UHFFFAOYSA-N,ChEMBL,False
ubiquinone 50,ubiquinone 50,COc1c(O)c(C)c(C=CC(C)=CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)c(O)c1OC,IWWNJJYZVFOLBL-UHFFFAOYSA-N,ChEMBL,False
ubiquinone q10,ubiquinone q10,COc1c(O)c(C)c(C=CC(C)=CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)c(O)c1OC,IWWNJJYZVFOLBL-UHFFFAOYSA-N,ChEMBL,False
ucb 2073,ucb 2073,CCOC(=O)C1(c2ccccc2)CCN(CCOCCO)CC1,KJTKYGFGPQSRRA-UHFFFAOYSA-N,ChEMBL,False
ucerax,ucerax,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,ZQDWXGKKHFNSQK-UHFFFAOYSA-N,ChEMBL,False
uceris,uceris,CCCC1OC2CC3C4CC=C5CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,UNISKOOZAQCSPC-UHFFFAOYSA-N,ChEMBL,False
uceris reg,uceris&reg;,CCCC1OC2CC3C4CC=C5CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,UNISKOOZAQCSPC-UHFFFAOYSA-N,GtoPdb,False
ucine,ucine,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,NCEXYHBECQHGNR-UHFFFAOYSA-N,ChEMBL,False
udca,udca,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,RUDATBOHQWOJDD-UHFFFAOYSA-N,GtoPdb,False
ufiprazol,ufiprazol,COc1ccc2[nH]c(SCc3ncc(C)c(OC)c3C)nc2c1,XURCIPRUUASYLR-UHFFFAOYSA-N,ChEMBL,False
ufiprazole,ufiprazole,COc1ccc2[nH]c(SCc3ncc(C)c(OC)c3C)nc2c1,XURCIPRUUASYLR-UHFFFAOYSA-N,ChEMBL,True
ujostabil,ujostabil,CC(=O)OCC(COC(C)=O)OC(C)=O,URAYPUMNDPQOKB-UHFFFAOYSA-N,ChEMBL,False
uk 20 349,"uk-20,349",Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,QXHHHPZILQDDPS-UHFFFAOYSA-N,ChEMBL,False
uk 20349,uk-20349,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,QXHHHPZILQDDPS-UHFFFAOYSA-N,ChEMBL,False
ulcus tablinen,ulcus-tablinen,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC(=O)CCC(=O)O)C(C)(C)C5CCC43C)C2C1,OBZHEBDUNPOCJG-UHFFFAOYSA-N,ChEMBL,False
ulesfia,ulesfia,OCc1ccccc1,WVDDGKGOMKODPV-UHFFFAOYSA-N,ChEMBL,False
ultra clearasil,ultra clearasil,O=C(OOC(=O)c1ccccc1)c1ccccc1,OMPJBNCRMGITSC-UHFFFAOYSA-N,ChEMBL,False
ultrapure s,ultrapure s,CCCCCCCCCCCCCCCCCCO,GLDOVTGHNKAZLK-UHFFFAOYSA-N,ChEMBL,False
ultrex ii ultrapure,ultrex ii ultrapure,O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,ChEMBL,False
umbellatin,umbellatin,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,YBHILYKTIRIUTE-UHFFFAOYSA-N,ChEMBL,False
umbellatine,umbellatine,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,YBHILYKTIRIUTE-UHFFFAOYSA-N,ChEMBL,False
umbelliferone,umbelliferone,O=c1ccc2ccc(O)cc2o1,ORHBXUUXSCNDEV-UHFFFAOYSA-N,ChEMBL,True
un 2831,un-2831,CC(Cl)(Cl)Cl,UOCLXMDMGBRAIB-UHFFFAOYSA-N,ChEMBL,False
un 3283,un 3283,O=[Se](O)O,MCAHWIHFGHIESP-UHFFFAOYSA-N,ChEMBL,False
undecanal,undecanal,CCCCCCCCCCC=O,KMPQYAYAQWNLME-UHFFFAOYSA-N,ChEMBL,True
undecane,undecane,CCCCCCCCCCC,RSJKGSCJYJTIGS-UHFFFAOYSA-N,ChEMBL,True
undecanoate,undecanoate,CCCCCCCCCCC(=O)O,ZDPHROOEEOARMN-UHFFFAOYSA-N,ChEMBL,False
undecanoic acid,undecanoic acid,CCCCCCCCCCC(=O)O,ZDPHROOEEOARMN-UHFFFAOYSA-N,ChEMBL,True
undecoic acid,undecoic acid,CCCCCCCCCCC(=O)O,ZDPHROOEEOARMN-UHFFFAOYSA-N,GtoPdb,False
undecylenate,undecylenate,C=CCCCCCCCCC(=O)O,FRPZMMHWLSIFAZ-UHFFFAOYSA-N,ChEMBL,False
undecylenate calcium,undecylenate calcium,C=CCCCCCCCCC(=O)O,FRPZMMHWLSIFAZ-UHFFFAOYSA-N,ChEMBL,False
undecylenic acid,undecylenic acid,C=CCCCCCCCCC(=O)O,FRPZMMHWLSIFAZ-UHFFFAOYSA-N,ChEMBL,True
uni dur,uni-dur,Cn1c(=O)c2[nH]cnc2n(C)c1=O,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,ChEMBL,False
unicol la 4,unicol la-4,CCCCCCCCCCCCOCCOCCOCCOCCO,WPMWEFXCIYCJSA-UHFFFAOYSA-N,ChEMBL,False
unifac 6550,unifac 6550,CCCCCC=CCC=CCCCCCCCC(=O)O,OYHQOLUKZRVURQ-UHFFFAOYSA-N,ChEMBL,False
unihydag wax 18,unihydag wax-18,CCCCCCCCCCCCCCCCCCO,GLDOVTGHNKAZLK-UHFFFAOYSA-N,ChEMBL,False
unihydol ls 4,unihydol ls-4,CCCCCCCCCCCCOCCOCCOCCOCCO,WPMWEFXCIYCJSA-UHFFFAOYSA-N,ChEMBL,False
unimoll db,unimoll db,CCCCOC(=O)c1ccccc1C(=O)OCCCC,DOIRQSBPFJWKBE-UHFFFAOYSA-N,ChEMBL,False
uniphyl,uniphyl,Cn1c(=O)c2[nH]cnc2n(C)c1=O,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,ChEMBL,False
uniphyllin continus,uniphyllin continus,Cn1c(=O)c2[nH]cnc2n(C)c1=O,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,ChEMBL,False
unipine xl,unipine xl,COC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],OSUCQKNXQBPLDG-UHFFFAOYSA-N,ChEMBL,False
uniplex 260,uniplex 260,O=C(OCC(COC(=O)c1ccccc1)OC(=O)c1ccccc1)c1ccccc1,HIZCTWCPHWUPFU-UHFFFAOYSA-N,ChEMBL,False
uniroid,uniroid,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,JYGXADMDTFJGBT-UHFFFAOYSA-N,ChEMBL,False
uniroid hc,uniroid hc,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,JYGXADMDTFJGBT-UHFFFAOYSA-N,ChEMBL,False
unisom,unisom,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,HCFDWZZGGLSKEP-UHFFFAOYSA-N,ChEMBL,False
unisom reg,unisom&reg;,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,HCFDWZZGGLSKEP-UHFFFAOYSA-N,GtoPdb,False
unispheres q 10,unispheres q 10,COc1c(O)c(C)c(C=CC(C)=CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)c(O)c1OC,IWWNJJYZVFOLBL-UHFFFAOYSA-N,ChEMBL,False
univit e acetate,univit-e acetate,CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,ZAKOWWREFLAJOT-UHFFFAOYSA-N,ChEMBL,False
unm 0000306098,unm-0000306098,COc1ccc2cc(C(C)C(=O)O)ccc2c1,CMWTZPSULFXXJA-UHFFFAOYSA-N,BindingDB,False
unm 0000306136,unm-0000306136,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc([S+](C)[O-])cc1,MLKXDPUZXIRXEP-UHFFFAOYSA-N,BindingDB,False
up 256,up 256,C=CC(C)(C=Cc1ccc(O)cc1)CCC=C(C)C,LFYJSSARVMHQJB-UHFFFAOYSA-N,ChEMBL,False
updormin,updormin,CCNCC(O)c1cccc(O)c1,SQVIAVUSQAWMKL-UHFFFAOYSA-N,ChEMBL,False
upneeq,upneeq,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,WYWIFABBXFUGLM-UHFFFAOYSA-N,ChEMBL,False
upneeq reg opthalmic solution,upneeq&reg; (opthalmic solution),Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,WYWIFABBXFUGLM-UHFFFAOYSA-N,GtoPdb,False
upostelle,upostelle,C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3CCC21CC,LYRBZVWRTAFWPO-UHFFFAOYSA-N,ChEMBL,False
uprima,uprima,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,VMWNQDUVQKEIOC-UHFFFAOYSA-N,ChEMBL,False
uprima reg,uprima&reg;,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,VMWNQDUVQKEIOC-UHFFFAOYSA-N,GtoPdb,False
uracil,uracil,O=c1cc[nH]c(=O)[nH]1,ISAKRJDGNUQOIC-UHFFFAOYSA-N,ChEMBL,True
uracil riboside,uracil riboside,O=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1,DRTQHJPVMGBUCF-UHFFFAOYSA-N,ChEMBL,False
uralyt u,uralyt u,O=C(O)CC(O)(CC(=O)O)C(=O)O,KRKNYBCHXYNGOX-UHFFFAOYSA-N,ChEMBL,False
uranine,uranine,O=C(O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12,YKGGGCXBWXHKIZ-UHFFFAOYSA-N,ChEMBL,False
uranine wss,uranine wss,O=C(O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12,YKGGGCXBWXHKIZ-UHFFFAOYSA-N,ChEMBL,False
urate,urate,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,LEHOTFFKMJEONL-UHFFFAOYSA-N,GtoPdb,False
urdox,urdox,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,RUDATBOHQWOJDD-UHFFFAOYSA-N,ChEMBL,False
urea,urea,NC(N)=O,XSQUKJJJFZCRTK-UHFFFAOYSA-N,ChEMBL,True
urea component of alphaderm,urea component of alphaderm,NC(N)=O,XSQUKJJJFZCRTK-UHFFFAOYSA-N,ChEMBL,False
urea component of calmurid hc,urea component of calmurid hc,NC(N)=O,XSQUKJJJFZCRTK-UHFFFAOYSA-N,ChEMBL,False
urea component of carmol hc,urea component of carmol hc,NC(N)=O,XSQUKJJJFZCRTK-UHFFFAOYSA-N,ChEMBL,False
urea component of u cort,urea component of u-cort,NC(N)=O,XSQUKJJJFZCRTK-UHFFFAOYSA-N,ChEMBL,False
ureaphil,ureaphil,NC(N)=O,XSQUKJJJFZCRTK-UHFFFAOYSA-N,ChEMBL,False
urex,urex,O=C(O)CNC(=O)c1ccccc1,QIAFMBKCNZACKA-UHFFFAOYSA-N,ChEMBL,False
urex reg,urex&reg;,C1N2CN3CN1CN(C2)C3,VKYKSIONXSXAKP-UHFFFAOYSA-N,GtoPdb,False
uric acid,uric acid,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,LEHOTFFKMJEONL-UHFFFAOYSA-N,ChEMBL,True
uricum acidum,uricum acidum,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,LEHOTFFKMJEONL-UHFFFAOYSA-N,ChEMBL,False
uridine,uridine,O=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1,DRTQHJPVMGBUCF-UHFFFAOYSA-N,ChEMBL,True
uriflex c,uriflex-c,N=C(N=C(N)NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)Nc1ccc(Cl)cc1,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,ChEMBL,False
uriflex s,uriflex-s,Cl,VEXZGXHMUGYJMC-UHFFFAOYSA-N,ChEMBL,False
uriflex sp,uriflex-sp,Cl,VEXZGXHMUGYJMC-UHFFFAOYSA-N,ChEMBL,False
